nome;id
ARD DISCOUNT;1
CAMBRIA;2
Carcere;3
CARREFOUR;4
CATABON SRL;5
CATENE INDIPENDENTI;6
CONAD;7
crai;8
Ergon Consortile;9
esserre;10
EUROSPIN;11
fortèË;12
GOOD MARKET;13
Gruppo Arena;14
Gruppo Auchan;15
Gruppo Palazzolo ;16
IperCoop;17
LiDL;18
Lillo spa;19
MAX SUPERMERCATI;20
MAXI;21
PAM;22
Penny Market;23
S.B.M. SRL;24
SELEX COMMERCIALE;25
SIGMA;26
SISA;27
Todis;28
